FileName,PP,Day,Date,TaskCode,TrainingPhase,TrainingPhaseLabel,Visual,Score,C,tau,PitchError,TE12rescaled,TE21rescaled
trial_log-200129-124051_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-124051,10,0,Training_,0,1.233,0.922,-0.12,0.748,-0.593656422969127,-0.669128272220827
trial_log-200129-124159_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-124159,10,0,Training_,0,1.246,0.95,0.073,0.763,-0.350161361708036,-0.949990098772582
trial_log-200129-124308_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-124308,10,0,Training_,0,1.085,0.917,-0.121,0.845,-0.0422664060089223,0.433470241283023
trial_log-200129-124416_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-124416,10,0,Training_,0,1.16,0.922,0.102,0.795,-1.03338245173977,0.348370394731714
trial_log-200129-124524_task010_aud1_vis0_eps000_pp15_d1_,15,1,200129-124524,10,0,Training_,0,1.366,0.912,0.076,0.668,-0.280081979725644,0.494813627662609
trial_log-200203-094135_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094135,10,0,Training_,0,0.763,0.883,0.108,1.158,0.590370996198431,1.1029847746578
trial_log-200203-094301_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094301,10,0,Training_,0,1.213,0.882,0.097,0.727,-0.210893080796084,1.45084805785697
trial_log-200203-094414_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094414,10,0,Training_,0,0.925,0.911,0.048,0.985,0.78277040649076,0.279460440131436
trial_log-200203-094526_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094526,10,0,Training_,0,0.933,0.851,-0.029,0.913,1.53938763215286,0.542403446843352
trial_log-200203-094634_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094634,10,0,Training_,0,0.873,0.858,0.001,0.983,0.330577861720508,-0.0563611926641933
trial_log-200203-094749_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094749,10,0,Training_,0,0.883,0.876,-0.007,0.992,0.5512598760365,0.768643801892838
trial_log-200203-094857_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-094857,10,0,Training_,0,0.687,0.784,0.27,1.142,1.22462886005329,0.413807277623339
trial_log-200203-095011_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-095011,10,0,Training_,0,0.918,0.839,0.033,0.915,1.67076405744475,1.44218143430865
trial_log-200203-095119_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-095119,10,0,Training_,0,0.81,0.86,0.039,1.061,0.713643752988013,0.547408033584479
trial_log-200203-095228_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-095228,10,0,Training_,0,0.71,0.831,-0.004,1.171,0.287259605802685,0.642593173516925
trial_log-200203-095937_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-095937,10,0,Training_,0,0.821,0.858,0.002,1.045,0.366941237704742,1.20436664911705
trial_log-200203-100052_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100052,10,0,Training_,0,0.868,0.843,-0.011,0.972,-0.107378489231045,0.598467571960436
trial_log-200203-100159_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100159,10,0,Training_,0,1.357,0.907,0.005,0.668,1.3665069907395,0.821382516505742
trial_log-200203-100314_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100314,10,0,Training_,0,1.441,0.895,-0.016,0.621,1.90980241128529,2.03284278572183
trial_log-200203-100426_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100426,10,0,Training_,0,1.141,0.876,0,0.768,0.0781826675567263,0.981754139042535
trial_log-200203-100625_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100625,10,0,Training_,0,0.955,0.905,0.042,0.948,0.645983032892212,1.37296996759574
trial_log-200203-100805_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100805,10,0,Training_,0,0.727,0.829,0.286,1.14,0.0102809148390097,0.433994048578686
trial_log-200203-100915_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-100915,10,0,Training_,0,0.815,0.845,-0.178,1.037,-0.255436493233323,0.317370640480044
trial_log-200203-101025_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-101025,10,0,Training_,0,0.838,0.87,0.016,1.039,1.4705782237607,1.26015184148699
trial_log-200203-101135_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-101135,10,0,Training_,0,1.131,0.906,0.041,0.801,0.490676090515139,0.615408150960759
trial_log-200203-101753_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-101753,10,0,Training_,0,0.921,0.886,-0.092,0.963,0.384807747111753,-0.818995865767216
trial_log-200203-101937_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-101937,10,0,Training_,0,0.871,0.884,0.04,1.015,0.00070064260875958,-1.488507527486
trial_log-200203-102045_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102045,10,0,Training_,0,1.281,0.932,0.051,0.727,0.427784195036658,0.813634827028734
trial_log-200203-102206_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102206,10,0,Training_,0,1.015,0.851,-0.001,0.838,-0.156605450903526,0.224600794366235
trial_log-200203-102515_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102515,10,0,Training_,0,1.252,0.899,0.035,0.718,1.7683267050405,1.42524557204115
trial_log-200203-102631_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102631,10,0,Training_,0,1.122,0.899,0.007,0.801,1.64187218418236,1.06979498089097
trial_log-200203-102742_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102742,10,0,Training_,0,1.128,0.914,0.013,0.81,-0.223664018279212,-0.397952365640485
trial_log-200203-102852_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-102852,10,0,Training_,0,1.208,0.909,0.01,0.752,1.0303266325753,0.16796533330808
trial_log-200203-103106_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103106,10,0,Training_,0,0.988,0.858,-0.036,0.868,-0.504585157504489,-0.143793429544702
trial_log-200203-103213_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103213,10,0,Training_,0,1.255,0.929,0.059,0.741,-0.408112465883365,0.954251936389733
trial_log-200203-103320_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103320,10,0,Training_,0,1.063,0.908,-0.194,0.854,-0.103105388820071,0.336495774150181
trial_log-200203-103428_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103428,10,0,Training_,0,1.243,0.91,0.011,0.732,0.270749628563707,-0.227901279347731
trial_log-200203-103537_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103537,10,0,Training_,0,0.989,0.907,0.044,0.917,2.01771688926931,0.374648407183752
trial_log-200203-103644_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103644,10,0,Training_,0,0.943,0.905,-0.061,0.959,0.599722634185832,0.552676137809946
trial_log-200203-103754_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103754,10,0,Training_,0,0.957,0.874,0.046,0.912,-0.467003411208206,-0.0681357334106211
trial_log-200203-103904_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-103904,10,0,Training_,0,0.898,0.906,0.037,1.009,0.900890438353069,0.844659911635809
trial_log-200203-104013_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-104013,10,0,Training_,0,0.96,0.889,0.003,0.926,0.222099052095601,-0.985968268010413
trial_log-200203-104123_task010_aud1_vis0_eps000_pp18_d1_,18,1,200203-104123,10,0,Training_,0,1.006,0.877,-0.008,0.872,0.385497682635712,0.884389485056487
trial_log-200224-153249_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153249,10,0,Training_,0,0.306,0.618,-0.255,2.019,-0.861076886071798,0.0588495430718816
trial_log-200224-153407_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153407,10,0,Training_,0,0.262,0.549,-0.323,2.096,-2.42289828862308,-0.706454158301833
trial_log-200224-153524_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153524,10,0,Training_,0,0.204,0.482,-0.085,2.359,-3.50270378578766,-0.144482845513759
trial_log-200224-153637_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153637,10,0,Training_,0,0.307,0.561,-0.382,1.828,-1.41172965825602,-1.79678576023678
trial_log-200224-153745_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153745,10,0,Training_,0,0.385,0.62,-0.217,1.611,-1.17429075692388,-0.00514288376402338
trial_log-200224-153852_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153852,10,0,Training_,0,0.421,0.695,-0.235,1.652,-2.37132153507581,0.54151350602569
trial_log-200224-153959_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-153959,10,0,Training_,0,0.282,0.615,0.016,2.182,-3.24885350649966,0.280769145410215
trial_log-200224-154106_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-154106,10,0,Training_,0,0.402,0.746,-0.214,1.859,0.142672625649503,0.70846821109333
trial_log-200224-154213_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-154213,10,0,Training_,0,0.518,0.771,0.084,1.488,-0.131718837093334,0.533068425716229
trial_log-200224-154320_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-154320,10,0,Training_,0,0.653,0.84,0.062,1.286,1.39825853154919,0.843608899697137
trial_log-200224-154831_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-154831,10,0,Training_,0,0.804,0.864,-0.212,1.075,0.18631546147999,-0.814162942147716
trial_log-200224-154938_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-154938,10,0,Training_,0,0.481,0.83,-0.057,1.723,-1.0599796913596,-1.43328641557254
trial_log-200224-155044_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155044,10,0,Training_,0,0.811,0.878,-0.248,1.082,0.969261047649997,-0.576757456545128
trial_log-200224-155150_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155150,10,0,Training_,0,0.441,0.77,0.047,1.746,2.12122653502632,-0.0942462341917205
trial_log-200224-155256_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155256,10,0,Training_,0,0.428,0.703,0.059,1.642,0.525028077666537,0.446658872342209
trial_log-200224-155404_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155404,10,0,Training_,0,0.591,0.776,-0.011,1.313,-0.131791066105921,0.161018846056424
trial_log-200224-155510_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155510,10,0,Training_,0,0.43,0.783,-0.35,1.821,-0.544207049755465,-1.85225741682552
trial_log-200224-155617_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155617,10,0,Training_,0,0.46,0.815,0.249,1.773,-0.129958195118085,-1.68454172681623
trial_log-200224-155723_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155723,10,0,Training_,0,0.658,0.848,0.02,1.288,1.05199616286282,-0.323835150225714
trial_log-200224-155829_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-155829,10,0,Training_,0,0.499,0.802,-0.006,1.607,0.183116814583632,0.556614548783131
trial_log-200224-160149_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160149,10,0,Training_,0,0.637,0.784,-0.125,1.23,1.42080817845968,0.377745362004602
trial_log-200224-160255_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160255,10,0,Training_,0,0.399,0.763,-0.222,1.91,0.526072093931579,-1.14777124870572
trial_log-200224-160419_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160419,10,0,Training_,0,0.603,0.824,0.11,1.366,2.13064589717893,0.588117856414995
trial_log-200224-160525_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160525,10,0,Training_,0,0.555,0.735,0.194,1.325,0.459985028923587,0.226528827862399
trial_log-200224-160632_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160632,10,0,Training_,0,0.575,0.797,0.151,1.386,1.8278393789658,-0.0153605970795114
trial_log-200224-160739_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160739,10,0,Training_,0,0.89,0.901,0.006,1.012,1.84165915329469,1.05297423142206
trial_log-200224-160848_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160848,10,0,Training_,0,0.595,0.835,-0.106,1.403,2.19423904917081,-1.14716693325621
trial_log-200224-160955_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-160955,10,0,Training_,0,0.502,0.737,-0.079,1.47,0.101288970591918,-1.1178716710872
trial_log-200224-161103_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161103,10,0,Training_,0,0.634,0.816,-0.006,1.288,0.543482078432756,0.197767079686248
trial_log-200224-161209_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161209,10,0,Training_,0,0.326,0.627,-0.13,1.924,-0.0656409031397798,-0.70624159050614
trial_log-200224-161445_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161445,10,0,Training_,0,0.837,0.874,-0.115,1.044,1.30645013971629,-0.547075893050613
trial_log-200224-161552_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161552,10,0,Training_,0,0.616,0.831,0.234,1.349,0.513895041573228,0.0443781174588748
trial_log-200224-161658_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161658,10,0,Training_,0,0.597,0.834,0.43,1.397,-0.472040948059469,0.147820743553561
trial_log-200224-161805_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161805,10,0,Training_,0,0.879,0.875,-0.09,0.995,0.306793451742774,0.374914912176862
trial_log-200224-161914_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-161914,10,0,Training_,0,0.543,0.753,0.111,1.387,1.09690293473303,0.686705310733281
trial_log-200224-162021_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-162021,10,0,Training_,0,0.649,0.77,-0.092,1.187,1.8485238411164,1.18278355576703
trial_log-200224-162127_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-162127,10,0,Training_,0,0.395,0.725,0.284,1.835,0.890461540690425,-0.506265526775426
trial_log-200224-162235_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-162235,10,0,Training_,0,0.625,0.836,-0.147,1.339,-0.411903122262206,-0.42791339393764
trial_log-200224-162342_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-162342,10,0,Training_,0,0.742,0.816,0.113,1.101,-1.77533250946995,-0.511264974591933
trial_log-200224-162450_task010_aud1_vis0_eps000_pp21_d1_,21,1,200224-162450,10,0,Training_,0,0.681,0.851,-0.135,1.25,1.83757335456391,-0.284660872905728
trial_log-200204-104207_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104207,10,0,Training_,0,0.737,0.852,-0.099,1.156,-1.01078895958708,0.0386193211981637
trial_log-200204-104327_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104327,10,0,Training_,0,0.82,0.91,-0.14,1.109,0.0665592647041512,-0.157169473444495
trial_log-200204-104534_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104534,10,0,Training_,0,0.491,0.871,-0.262,1.774,-0.660461382701473,0.315241773086697
trial_log-200204-104642_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104642,10,0,Training_,0,0.861,0.881,-0.129,1.024,0.633347120502367,-0.128139681988566
trial_log-200204-104749_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104749,10,0,Training_,0,0.417,0.751,0.109,1.802,-2.21249471527806,-0.821355395150857
trial_log-200204-104900_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-104900,10,0,Training_,0,0.642,0.867,0.192,1.352,-0.241461727941964,0.268500681576096
trial_log-200204-105007_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105007,10,0,Training_,0,0.609,0.844,0.141,1.385,0.268631160536396,0.163683510930765
trial_log-200204-105115_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105115,10,0,Training_,0,0.582,0.8,-0.276,1.375,-0.271379731528844,0.521400362495113
trial_log-200204-105223_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105223,10,0,Training_,0,0.519,0.706,0.03,1.36,-1.67927883208714,-0.877452510633888
trial_log-200204-105518_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105518,10,0,Training_,0,0.668,0.925,-0.092,1.385,-0.679867563890125,-0.738185645456627
trial_log-200204-105625_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105625,10,0,Training_,0,0.671,0.782,0.177,1.165,-1.00626262003711,0.693106422441754
trial_log-200204-105735_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105735,10,0,Training_,0,0.984,0.91,-0.272,0.925,0.0280252493469893,-0.147218430545805
trial_log-200204-105852_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-105852,10,0,Training_,0,0.505,0.794,0.006,1.573,-1.21646332054135,-1.30183297740606
trial_log-200204-110011_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110011,10,0,Training_,0,0.501,0.783,-0.381,1.564,-0.215825380525079,-0.5034381199931
trial_log-200204-110132_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110132,10,0,Training_,0,0.704,0.898,-0.156,1.275,-0.175775543986693,-0.490800404002036
trial_log-200204-110239_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110239,10,0,Training_,0,0.668,0.85,-0.423,1.274,-1.16260637625604,-0.222675653760023
trial_log-200204-110349_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110349,10,0,Training_,0,0.647,0.827,0.076,1.277,0.452163994227527,0.178235570397077
trial_log-200204-110457_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110457,10,0,Training_,0,0.696,0.818,0.037,1.175,-1.23102372267214,-0.858716197224974
trial_log-200204-110605_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-110605,10,0,Training_,0,0.456,0.695,0.034,1.523,-1.65940624195384,-0.448498319353895
trial_log-200204-111457_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-111457,10,0,Training_,0,0.487,0.807,0.362,1.658,-1.25528356599821,-0.823940532810515
trial_log-200204-111607_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-111607,10,0,Training_,0,0.592,0.878,0.025,1.484,0.740463708133536,0.0877921221144849
trial_log-200204-111721_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-111721,10,0,Training_,0,0.901,0.918,-0.399,1.019,-1.15792777723588,-0.820258944164216
trial_log-200204-111832_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-111832,10,0,Training_,0,0.901,0.904,-0.086,1.003,0.106778154318447,1.22276424855979
trial_log-200204-111941_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-111941,10,0,Training_,0,0.759,0.885,-0.303,1.166,-0.372504901089795,-0.187005602872914
trial_log-200204-112047_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112047,10,0,Training_,0,0.786,0.819,0.007,1.042,-0.197728998466235,-0.248663398990452
trial_log-200204-112154_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112154,10,0,Training_,0,0.677,0.829,-0.228,1.225,-0.890207404280143,-0.358421617719991
trial_log-200204-112302_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112302,10,0,Training_,0,0.637,0.818,-0.306,1.283,-0.0566382051495767,-0.386291935896601
trial_log-200204-112409_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112409,10,0,Training_,0,0.328,0.71,0.1,2.166,-0.248517140092668,0.112477489176066
trial_log-200204-112524_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112524,10,0,Training_,0,0.595,0.848,0.023,1.425,-1.07216757626179,1.23249062758267
trial_log-200204-112930_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-112930,10,0,Training_,0,0.31,0.779,0.467,2.509,-0.763085953994097,-0.448898405156089
trial_log-200204-113046_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113046,10,0,Training_,0,0.406,0.904,-0.172,2.228,-0.0563912883043089,-0.552134200192203
trial_log-200204-113156_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113156,10,0,Training_,0,0.807,0.864,-0.074,1.07,0.114973008602978,0.160713804775776
trial_log-200204-113304_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113304,10,0,Training_,0,0.835,0.857,0.133,1.027,-2.24055406145652,0.0606286049734082
trial_log-200204-113411_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113411,10,0,Training_,0,0.813,0.881,0.164,1.083,-0.147974225766314,-0.69453155124547
trial_log-200204-113519_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113519,10,0,Training_,0,0.57,0.794,-0.068,1.394,-1.33006233987107,-0.451771342633167
trial_log-200204-113630_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113630,10,0,Training_,0,0.362,0.635,0.1,1.755,0.272977556847158,-0.543151065720574
trial_log-200204-113742_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113742,10,0,Training_,0,0.785,0.866,-0.112,1.104,-0.513448567788383,-0.0882660956216274
trial_log-200204-113850_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113850,10,0,Training_,0,0.69,0.85,0.003,1.233,-0.788035316105058,0.284615836930683
trial_log-200204-113957_task010_aud1_vis0_eps000_pp22_d1_,22,1,200204-113957,10,0,Training_,0,0.748,0.872,-0.106,1.166,-0.486130472846675,-0.190377167970882
trial_log-200211-094117_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094117,10,0,Training_,0,1.724,0.952,-0.032,0.552,0.718939870317038,0.890456259596083
trial_log-200211-094230_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094230,10,0,Training_,0,1.26,0.923,-0.056,0.732,0.729632269702015,-0.128141956551682
trial_log-200211-094347_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094347,10,0,Training_,0,1.728,0.958,-0.057,0.554,0.54014735557768,1.21002101075329
trial_log-200211-094458_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094458,10,0,Training_,0,1.743,0.951,-0.048,0.546,1.43664465859033,0.661773741149754
trial_log-200211-094607_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094607,10,0,Training_,0,1.385,0.95,-0.077,0.686,0.193349967675315,0.496746372932011
trial_log-200211-094714_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094714,10,0,Training_,0,1.032,0.932,-0.1,0.903,-1.06003856203609,-0.784415664476657
trial_log-200211-094827_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094827,10,0,Training_,0,1.149,0.938,-0.085,0.816,0.0600655915385751,1.0433864879662
trial_log-200211-094935_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-094935,10,0,Training_,0,1.088,0.937,-0.089,0.861,0.35231678269349,-0.307982383507574
trial_log-200211-095043_task010_aud1_vis0_eps000_pp24_d1_,24,1,200211-095043,10,0,Training_,0,1.517,0.948,-0.043,0.625,0.346219503483975,-1.95013944172547
