FileName,PP,Day,Date,TaskCode,TrainingPhase,TrainingPhaseLabel,Visual,Score,C,tau,PitchError,MaxLyapStimShort,MaxLyapStimLong,MaxLyapUserShort,MaxLyapUserLong
trial_log-200123-093623_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-093623,20,-1,PreTest__,0,0.39,0.591,0.129,1.514,1.85038544038966,0.414533954546875,0.483155940808144,0.0615713389552024
trial_log-200123-093727_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-093727,20,-1,PreTest__,0,0.378,0.614,0.119,1.622,1.90654999392224,0.449216689717067,0.501498974622536,0.0395485951996551
trial_log-200123-093831_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-093831,20,-1,PreTest__,0,0.422,0.568,0.172,1.346,1.90654999392224,0.449216689717067,0.38522361282938,0.0323257166574476
trial_log-200123-093934_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-093934,20,-1,PreTest__,0,0.381,0.544,0.105,1.427,1.85038544038966,0.414533954546875,0.554189673626302,0.0178388834476427
trial_log-200123-094039_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-094039,20,-1,PreTest__,0,0.498,0.643,0.042,1.29,1.90654999392224,0.449216689717067,0.442824863188532,0.0505053101576336
trial_log-200123-104726_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-104726,20,1,PostTest_,0,0.285,0.522,0.197,1.831,1.85038544038966,0.414533954546875,0.532828993725974,0.0387884095993171
trial_log-200123-104829_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-104829,20,1,PostTest_,0,0.47,0.54,-0.129,1.148,1.90654999392224,0.449216689717067,0.590579494764078,0.041356603748631
trial_log-200123-104933_task020_aud1_vis0_eps000_pp8_d1_test_chaotic,8,1,200123-104933,20,1,PostTest_,0,0.485,0.614,-0.087,1.266,1.90654999392224,0.449216689717067,0.519045145803839,0.0784749665502594
trial_log-200124-103810_task020_aud1_vis0_eps000_pp8_d2_test_chaotic,8,2,200124-103810,20,2,Retention,0,0.38,0.52,-0.071,1.37,1.90654999392224,0.449216689717067,0.511071216992261,-0.00176224595833919
trial_log-200124-103917_task020_aud1_vis0_eps000_pp8_d2_test_chaotic,8,2,200124-103917,20,2,Retention,0,0.395,0.549,-0.015,1.391,1.85038544038966,0.414533954546875,0.494693448393606,0.0386499421050094
trial_log-200124-104024_task020_aud1_vis0_eps000_pp8_d2_test_chaotic,8,2,200124-104024,20,2,Retention,0,0.355,0.536,0.027,1.511,1.85038544038966,0.414533954546875,0.455956326515655,0.0474889736324331
trial_log-200124-104130_task020_aud1_vis0_eps000_pp8_d2_test_chaotic,8,2,200124-104130,20,2,Retention,0,0.369,0.592,-0.044,1.602,1.85038544038966,0.414533954546875,0.514688120954182,0.0345173674943256
trial_log-200124-104237_task020_aud1_vis0_eps000_pp8_d2_test_chaotic,8,2,200124-104237,20,2,Retention,0,0.32,0.564,0.286,1.762,1.85038544038966,0.414533954546875,0.416951782308918,0.0484580140151577
trial_log-200217-090410_task020_aud1_vis0_eps000_pp9_d1_test_chaotic,9,1,200217-090410,20,-1,PreTest__,0,0.342,0.45,0.26,1.315,1.85038544038966,0.414533954546875,0.548977115390139,-0.00509536619003754
trial_log-200217-090546_task020_aud1_vis0_eps000_pp9_d1_test_chaotic,9,1,200217-090546,20,-1,PreTest__,0,0.314,0.453,-0.069,1.445,1.85038544038966,0.414533954546875,0.536965470194007,0.0920820454554344
trial_log-200217-090654_task020_aud1_vis0_eps000_pp9_d1_test_chaotic,9,1,200217-090654,20,-1,PreTest__,0,0.347,0.435,-0.266,1.255,1.85038544038966,0.414533954546875,0.526784703813831,0.0104035938211644
trial_log-200217-090758_task020_aud1_vis0_eps000_pp9_d1_test_chaotic,9,1,200217-090758,20,-1,PreTest__,0,0.391,0.466,-0.164,1.193,1.90654999392224,0.449216689717067,0.623850483940986,0.0105492988917603
trial_log-200217-090901_task020_aud1_vis0_eps000_pp9_d1_test_chaotic,9,1,200217-090901,20,-1,PreTest__,0,0.482,0.537,-0.054,1.114,1.85038544038966,0.414533954546875,0.495262356381076,0.0200977815605557
trial_log-200217-102732_task020_aud1_vis0_eps000_pp9_d1_test_chaotic,9,1,200217-102732,20,1,PostTest_,0,0.534,0.548,0.304,1.028,1.90654999392224,0.449216689717067,0.438601843985453,0.00639445145906733
trial_log-200217-102836_task020_aud1_vis0_eps000_pp9_d1_test_chaotic,9,1,200217-102836,20,1,PostTest_,0,0.539,0.627,0.231,1.164,1.85038544038966,0.414533954546875,0.43384657191733,-0.00424854564662971
trial_log-200217-102940_task020_aud1_vis0_eps000_pp9_d1_test_chaotic,9,1,200217-102940,20,1,PostTest_,0,0.454,0.541,0.151,1.193,1.85038544038966,0.414533954546875,0.413848870653817,0.0284696795488907
trial_log-200218-110500_task020_aud1_vis0_eps000_pp9_d2_test_chaotic,9,2,200218-110500,20,2,Retention,0,0.589,0.708,0.2,1.202,1.85038544038966,0.414533954546875,0.508992832535902,0.0427437871154177
trial_log-200218-110613_task020_aud1_vis0_eps000_pp9_d2_test_chaotic,9,2,200218-110613,20,2,Retention,0,0.598,0.691,0.288,1.155,1.85038544038966,0.414533954546875,0.444076696660773,0.0304723552075143
trial_log-200218-110716_task020_aud1_vis0_eps000_pp9_d2_test_chaotic,9,2,200218-110716,20,2,Retention,0,0.491,0.644,-0.061,1.311,1.85038544038966,0.414533954546875,0.462454734873435,0.0297699804396852
trial_log-200218-110819_task020_aud1_vis0_eps000_pp9_d2_test_chaotic,9,2,200218-110819,20,2,Retention,0,0.614,0.758,0.321,1.235,1.90654999392224,0.449216689717067,0.537795671125172,0.0371700636256519
trial_log-200218-110922_task020_aud1_vis0_eps000_pp9_d2_test_chaotic,9,2,200218-110922,20,2,Retention,0,0.563,0.681,0.093,1.211,1.85038544038966,0.414533954546875,0.484758518650567,0.0256259112666671
trial_log-200127-092636_task020_aud1_vis0_eps000_pp10_d1_test_chaotic,10,1,200127-092636,20,-1,PreTest__,0,0.398,0.494,0.087,1.242,1.85038544038966,0.414533954546875,0.306455666521952,0.0142455715054767
trial_log-200127-092745_task020_aud1_vis0_eps000_pp10_d1_test_chaotic,10,1,200127-092745,20,-1,PreTest__,0,0.458,0.527,-0.19,1.153,1.85038544038966,0.414533954546875,0.407859405971741,0.014570929940484
trial_log-200127-092900_task020_aud1_vis0_eps000_pp10_d1_test_chaotic,10,1,200127-092900,20,-1,PreTest__,0,0.375,0.497,-0.336,1.325,1.85038544038966,0.414533954546875,0.479093359833762,0.0122583864698688
trial_log-200127-093007_task020_aud1_vis0_eps000_pp10_d1_test_chaotic,10,1,200127-093007,20,-1,PreTest__,0,0.381,0.502,0.001,1.319,1.85038544038966,0.414533954546875,0.534387640678736,0.0600953916351766
trial_log-200127-093112_task020_aud1_vis0_eps000_pp10_d1_test_chaotic,10,1,200127-093112,20,-1,PreTest__,0,0.407,0.513,-0.121,1.26,1.85038544038966,0.414533954546875,0.451475311138397,0.0601810437077132
trial_log-200127-110659_task020_aud1_vis0_eps000_pp10_d1_test_chaotic,10,1,200127-110659,20,1,PostTest_,0,0.404,0.523,0.264,1.296,1.78812944192942,0.371110318404611,0.481122359725525,0.0526339941783222
trial_log-200127-110804_task020_aud1_vis0_eps000_pp10_d1_test_chaotic,10,1,200127-110804,20,1,PostTest_,0,0.488,0.555,0.007,1.137,1.85038544038966,0.414533954546875,0.523541108607947,0.0696495604039495
trial_log-200127-110910_task020_aud1_vis0_eps000_pp10_d1_test_chaotic,10,1,200127-110910,20,1,PostTest_,0,0.666,0.629,0.16,0.945,1.85038544038966,0.414533954546875,0.526152728409861,0.0619478480537347
trial_log-200128-120826_task020_aud1_vis0_eps000_pp10_d2_test_chaotic,10,2,200128-120826,20,2,Retention,0,0.5,0.613,-0.058,1.225,1.90654999392224,0.449216689717067,0.539463164206665,0.0230685159063963
trial_log-200128-120931_task020_aud1_vis0_eps000_pp10_d2_test_chaotic,10,2,200128-120931,20,2,Retention,0,0.381,0.498,0.267,1.305,1.85038544038966,0.414533954546875,0.448471863740706,0.0343050883574446
trial_log-200128-121036_task020_aud1_vis0_eps000_pp10_d2_test_chaotic,10,2,200128-121036,20,2,Retention,0,0.522,0.61,0.137,1.168,1.85038544038966,0.414533954546875,0.573855602941068,0.0573634295405746
trial_log-200128-121140_task020_aud1_vis0_eps000_pp10_d2_test_chaotic,10,2,200128-121140,20,2,Retention,0,0.382,0.522,-0.123,1.366,1.85038544038966,0.414533954546875,0.570956136886089,0.0467399684767684
trial_log-200128-121247_task020_aud1_vis0_eps000_pp10_d2_test_chaotic,10,2,200128-121247,20,2,Retention,0,0.342,0.459,0.476,1.343,1.85038544038966,0.414533954546875,0.49844696681806,0.0583105433984155
trial_log-200127-115359_task020_aud1_vis0_eps000_pp11_d1_test_chaotic,11,1,200127-115359,20,-1,PreTest__,0,0.139,0.284,0.187,2.049,1.90654999392224,0.449216689717067,0.370977973377958,-0.00727198953889554
trial_log-200127-115505_task020_aud1_vis0_eps000_pp11_d1_test_chaotic,11,1,200127-115505,20,-1,PreTest__,0,0.118,0.231,0.275,1.958,1.85038544038966,0.414533954546875,0.31633330429257,0.0196585333996896
trial_log-200127-115609_task020_aud1_vis0_eps000_pp11_d1_test_chaotic,11,1,200127-115609,20,-1,PreTest__,0,0.154,0.283,0.369,1.836,1.90654999392224,0.449216689717067,0.647561058890847,0.022413330708176
trial_log-200127-115714_task020_aud1_vis0_eps000_pp11_d1_test_chaotic,11,1,200127-115714,20,-1,PreTest__,0,0.182,0.296,0.415,1.623,1.90654999392224,0.449216689717067,0.577471112914776,0.0330264736175728
trial_log-200127-115819_task020_aud1_vis0_eps000_pp11_d1_test_chaotic,11,1,200127-115819,20,-1,PreTest__,0,0.245,0.369,0.623,1.51,1.85038544038966,0.414533954546875,0.465963688375087,0.0180931860676064
trial_log-200127-131417_task020_aud1_vis0_eps000_pp11_d1_test_chaotic,11,1,200127-131417,20,1,PostTest_,0,0.1,0.226,0.194,2.266,1.85038544038966,0.414533954546875,0.413878642162146,0.012138542195662
trial_log-200127-131521_task020_aud1_vis0_eps000_pp11_d1_test_chaotic,11,1,200127-131521,20,1,PostTest_,0,0.115,0.232,0.503,2.026,1.90654999392224,0.449216689717067,0.492597711627167,0.0261342191986544
trial_log-200127-131625_task020_aud1_vis0_eps000_pp11_d1_test_chaotic,11,1,200127-131625,20,1,PostTest_,0,0.147,0.283,0.051,1.919,1.90654999392224,0.449216689717067,0.447688823154312,0.0371700657576163
trial_log-200128-131747_task020_aud1_vis0_eps000_pp11_d2_test_chaotic,11,2,200128-131747,20,2,Retention,0,0.168,0.25,0.222,1.492,1.85038544038966,0.414533954546875,0.511208324337611,0.00724999017157644
trial_log-200128-131852_task020_aud1_vis0_eps000_pp11_d2_test_chaotic,11,2,200128-131852,20,2,Retention,0,0.185,0.274,0.415,1.476,1.85038544038966,0.414533954546875,0.425023765424705,0.0329767992404998
trial_log-200128-131957_task020_aud1_vis0_eps000_pp11_d2_test_chaotic,11,2,200128-131957,20,2,Retention,0,0.187,0.276,0.164,1.476,1.90654999392224,0.449216689717067,0.568431461789237,0.0342296685906915
trial_log-200128-132102_task020_aud1_vis0_eps000_pp11_d2_test_chaotic,11,2,200128-132102,20,2,Retention,0,0.174,0.243,0.072,1.397,1.85038544038966,0.414533954546875,0.513223204591693,0.0127741170123675
trial_log-200128-132206_task020_aud1_vis0_eps000_pp11_d2_test_chaotic,11,2,200128-132206,20,2,Retention,0,0.171,0.254,-0.232,1.483,1.85038544038966,0.414533954546875,0.478696171029357,-0.00198605730681571
trial_log-200213-112808_task020_aud1_vis0_eps000_pp12_d1_test_chaotic,12,1,200213-112808,20,-1,PreTest__,0,0.225,0.424,-0.236,1.882,1.85038544038966,0.414533954546875,0.4600252999272,0.0651612635461933
trial_log-200213-112912_task020_aud1_vis0_eps000_pp12_d1_test_chaotic,12,1,200213-112912,20,-1,PreTest__,0,0.369,0.605,-0.172,1.639,1.85038544038966,0.414533954546875,0.47858338506594,0.133095096955162
trial_log-200213-113015_task020_aud1_vis0_eps000_pp12_d1_test_chaotic,12,1,200213-113015,20,-1,PreTest__,0,0.339,0.522,-0.093,1.54,1.85038544038966,0.414533954546875,0.394557719476796,0.0625539357784827
trial_log-200213-113118_task020_aud1_vis0_eps000_pp12_d1_test_chaotic,12,1,200213-113118,20,-1,PreTest__,0,0.485,0.631,-0.297,1.302,1.85038544038966,0.414533954546875,0.406512820980181,0.109092703664268
trial_log-200213-113221_task020_aud1_vis0_eps000_pp12_d1_test_chaotic,12,1,200213-113221,20,-1,PreTest__,0,0.375,0.49,0.209,1.307,1.85038544038966,0.414533954546875,0.438763084042711,0.0527588394560243
trial_log-200213-124704_task020_aud1_vis0_eps000_pp12_d1_test_chaotic,12,1,200213-124704,20,1,PostTest_,0,0.498,0.577,0.157,1.159,1.90654999392224,0.449216689717067,0.388886636999177,0.0513537201722149
trial_log-200213-124809_task020_aud1_vis0_eps000_pp12_d1_test_chaotic,12,1,200213-124809,20,1,PostTest_,0,0.293,0.411,0.003,1.404,1.85038544038966,0.414533954546875,0.413935658556054,0.0260444337959755
trial_log-200213-124912_task020_aud1_vis0_eps000_pp12_d1_test_chaotic,12,1,200213-124912,20,1,PostTest_,0,0.388,0.536,-0.227,1.381,1.85038544038966,0.414533954546875,0.375176733499133,0.0412057244296543
trial_log-200214-121243_task020_aud1_vis0_eps000_pp12_d2_test_chaotic,12,2,200214-121243,20,2,Retention,0,0.404,0.5,-0.162,1.239,1.90654999392224,0.449216689717067,0.299205834650494,0.0205181698381938
trial_log-200214-121349_task020_aud1_vis0_eps000_pp12_d2_test_chaotic,12,2,200214-121349,20,2,Retention,0,0.435,0.52,-0.23,1.197,1.85038544038966,0.414533954546875,0.303316603860645,0.0337877482321147
trial_log-200214-121454_task020_aud1_vis0_eps000_pp12_d2_test_chaotic,12,2,200214-121454,20,2,Retention,0,0.386,0.464,0.175,1.203,1.90654999392224,0.449216689717067,0.348400606912956,0.0181203178272818
trial_log-200214-121559_task020_aud1_vis0_eps000_pp12_d2_test_chaotic,12,2,200214-121559,20,2,Retention,0,0.455,0.525,0.037,1.154,1.85038544038966,0.414533954546875,0.329063721621176,0.0279165107508461
trial_log-200214-121705_task020_aud1_vis0_eps000_pp12_d2_test_chaotic,12,2,200214-121705,20,2,Retention,0,0.462,0.555,-0.009,1.202,1.90654999392224,0.449216689717067,0.39124633037827,0.0191935921752604
